# path	newest_branch	holder_count
learning/RECONCILIATION_IMPL014_TO_REPO.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	164
learning/REPO_BASELINE_IMPORT_014_CLOSURE.md	learning/repo-baseline-import-014-hosted	1
learning/_baseline_import/README_IMPORT_BRANCH.txt	learning/impl-015-baseline-diagnostic	1
learning/_baseline_import/STATUS.txt	learning/impl-015-baseline-diagnostic	1
learning/_baseline_import/transport_note.txt	learning/impl-015-baseline-diagnostic	1
learning/control-v1/LEARNING-CONTROL-RECORD-v2.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	74
learning/control-v1/LEARNING-CONTROL-RECORD-v3.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	23
learning/control-v1/LEARNING-CONTROL-RECORD-v4.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	23
learning/control-v1/LEARNING-CONTROL-RECORD.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	74
learning/control-v1/LEARNING-JOB-LOCK-001.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	23
learning/import/impl014-base64/part-000.b64	learning/impl-015-baseline-diagnostic	1
learning/import/impl014-base64/part-001.b64	learning/impl-015-baseline-diagnostic	1
learning/import/impl014-base64/seg-000.b64	learning/impl-015-baseline-diagnostic	1
learning/import/impl014-base64/seg-001.b64	learning/impl-015-baseline-diagnostic	1
learning/import/impl014-base64/seg-002.b64	learning/impl-015-baseline-diagnostic	1
learning/import/impl014-base64/seg-003.b64	learning/impl-015-baseline-diagnostic	1
learning/import/impl014-base64/seg-004.b64	learning/impl-015-baseline-diagnostic	1
learning/import/impl014-br/READY	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/import/impl014-br/chunks/part-000.b64	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/import/impl014-br/chunks/part-001.b64	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/import/impl014-br/chunks/part-002.b64	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/import/impl014-br/chunks/part-003.b64	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/import/impl014-br/chunks/part-004.b64	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/import/impl014-br/chunks/part-005.b64	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/import/impl014-br/chunks/part-006.b64	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/import/impl014-br/chunks/part-007.b64	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/import/impl014-br/chunks/part-008.b64	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/import/impl014-br/chunks/part-009.b64	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/import/impl014-br/chunks/part-010.b64	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/import/impl014-br/chunks/part-011.b64	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/import/impl014-br/chunks/part-012.b64	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/import/impl014-br/chunks/part-013.b64	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/import/impl014-br/chunks/part-014.b64	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/import/impl014-br/extract_tarbr.js	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/import/impl014-git-chunks/part-000.b64	learning/impl-015-baseline-diagnostic	1
learning/import/impl014-git-chunks/part-001.b64	learning/impl-015-baseline-diagnostic	1
learning/import/impl014-git-chunks/part-002.b64	learning/impl-015-baseline-diagnostic	1
learning/import/impl014-git-chunks/probe-003-004.b64	learning/impl-015-baseline-diagnostic	1
learning/import/impl014-hosted/READY	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	157
learning/import/impl014-safe/part-000.b64	learning/impl-015-baseline-diagnostic	1
learning/import/impl014/chunks/part-001.b64	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/import/impl014/extract_targz.js	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/import/impl014/guard_git_scope.js	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/import/impl014/reconstruct_transport.js	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/import/impl014/verify_and_copy.js	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/lab/LEARNING_LAB_IMPL_002_CLOSURE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/lab/LEARNING_LAB_IMPL_003_CLOSURE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/lab/LEARNING_LAB_IMPL_004_CLOSURE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/lab/LEARNING_LAB_IMPL_005_CLOSURE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/lab/LEARNING_LAB_IMPL_006_CLOSURE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/lab/LEARNING_LAB_IMPL_007_CLOSURE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/lab/LEARNING_LAB_IMPL_008_CLOSURE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/lab/LEARNING_LAB_IMPL_009_CLOSURE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/lab/LEARNING_LAB_IMPL_010_CLOSURE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/lab/LEARNING_LAB_IMPL_011_CLOSURE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/lab/LEARNING_LAB_IMPL_012_CLOSURE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/lab/LEARNING_LAB_IMPL_013_CLOSURE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/lab/LEARNING_LAB_IMPL_014_CLOSURE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/lab/LEARNING_LAB_IMPL_015_CLOSURE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	156
learning/lab/LEARNING_LAB_IMPL_016_CLOSURE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	152
learning/lab/LEARNING_LAB_IMPL_018_CLOSURE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	148
learning/lab/LEARNING_LAB_IMPL_019_CLOSURE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	147
learning/lab/LEARNING_LAB_IMPL_020_CLOSURE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	146
learning/lab/LEARNING_LAB_IMPL_021_CLOSURE.md	learning/impl-021-provider-multicandidate-selection	1
learning/lab/LEARNING_LAB_IMPL_022_CLOSURE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	143
learning/lab/LEARNING_LAB_IMPL_023_CLOSURE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	141
learning/lab/LEARNING_LAB_IMPL_024_CLOSURE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	139
learning/lab/LEARNING_LAB_IMPL_025_CLOSURE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	137
learning/lab/LEARNING_LAB_IMPL_026_CLOSURE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	135
learning/lab/LEARNING_LAB_IMPL_027_CLOSURE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	133
learning/lab/LEARNING_LAB_IMPL_028_CLOSURE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	131
learning/lab/LEARNING_LAB_IMPL_029_CLOSURE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	129
learning/lab/LEARNING_LAB_IMPL_030_CLOSURE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	127
learning/lab/LEARNING_LAB_IMPL_031_CLOSURE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	124
learning/lab/LEARNING_LAB_IMPL_031_SUPERSEDED_NOTE.md	learning/impl-031-post-entry-tutor-route-unification	2
learning/lab/LEARNING_LAB_IMPL_032_CLOSURE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	121
learning/lab/LEARNING_LAB_IMPL_032_OBJECTIVE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	122
learning/lab/LEARNING_LAB_IMPL_033_CLOSURE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	119
learning/lab/LEARNING_LAB_IMPL_033_OBJECTIVE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	120
learning/lab/LEARNING_LAB_PILOT_001_EFFECTIVENESS_REVIEW_001_CLOSURE.md	learning/pilot-001-study-execution-receipt-001	7
learning/lab/LEARNING_LAB_PILOT_001_EFFECTIVENESS_REVIEW_001_OBJECTIVE.md	learning/pilot-001-study-execution-receipt-001	9
learning/lab/LEARNING_LAB_PILOT_001_PROTOCOL.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	119
learning/lab/LEARNING_LAB_PILOT_001_READINESS_CLOSURE.md	learning/pilot-001-real-learner-closed-loop	1
learning/lab/LEARNING_LAB_PILOT_001_REFRESH_001_CLOSURE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	117
learning/lab/LEARNING_LAB_PILOT_001_REFRESH_001_OBJECTIVE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	118
learning/lab/LEARNING_LAB_PILOT_001_RUN_001_CLOSED_LOOP_COMPLETION.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	111
learning/lab/LEARNING_LAB_PILOT_001_RUN_001_EVIDENCE_HANDLING_CLOSURE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	105
learning/lab/LEARNING_LAB_PILOT_001_RUN_001_FINAL_HUMAN_EXECUTION_A01_CLOSURE.md	learning/pilot-001-run-001-final-human-execution-a01-closure	1
learning/lab/LEARNING_LAB_PILOT_001_RUN_001_FINAL_HUMAN_REPAIR_004_NOTE.md	learning/pilot-001-run-001-final-human-execution-repair-004	1
learning/lab/LEARNING_LAB_PILOT_001_RUN_001_HUMAN_SESSION_CLOSURE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	114
learning/lab/LEARNING_LAB_PILOT_001_RUN_001_MACHINE_READINESS_CLOSURE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	106
learning/lab/LEARNING_LAB_PILOT_001_RUN_001_OBJECTIVE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	116
learning/lab/LEARNING_LAB_PILOT_001_STUDY_DESIGN_001.md	learning/pilot-001-study-execution-receipt-001	6
learning/lab/LEARNING_LAB_PILOT_001_STUDY_DESIGN_001_CLOSURE.md	learning/pilot-001-study-execution-receipt-001	4
learning/lab/LEARNING_LAB_PILOT_001_STUDY_EXECUTION_RECEIPT_001.md	learning/pilot-001-study-execution-receipt-001	3
learning/lab/LEARNING_LAB_PILOT_001_STUDY_EXECUTION_RECEIPT_001_CLOSURE.md	learning/pilot-001-study-execution-receipt-001	1
learning/lab/LEARNING_LAB_PRIMARY_WORKSTREAM_STATE.md	learning/pilot-001-run-001-final-human-execution-a01-closure	1
learning/lab/LEARNING_LAB_QUAL_001_CLOSURE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	151
learning/lab/MANIFEST.json	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/lab/PILOT_001_REFRESH_GATE_TRIGGER.txt	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	118
learning/lab/PILOT_001_RUN_001_EVIDENCE_HANDLING.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	106
learning/lab/PILOT_001_RUN_001_GATE_TRIGGER.txt	learning/a01-request-pilot-001-run-001-84a4d72d	1
learning/lab/PILOT_001_RUN_001_PARTICIPANT_CONSENT.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	113
learning/lab/PREDECESSOR_LEARNING_LAB_IMPL_001_CLOSURE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/lab/PREDECESSOR_LEARNING_LAB_IMPL_002_CLOSURE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/lab/PREDECESSOR_LEARNING_LAB_IMPL_005_CLOSURE.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/lab/README.md	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/lab/SHA256SUMS.txt	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/lab/aggregate_qualification_impl008.py	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/lab/aggregate_qualification_impl009.py	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
learning/lab/evidence/adversarial_output_impl009.txt	learning/system-rebuild-001m-s05-assessment-model-governance-20260912	158
